confidence,sentence,arg1,rel,arg2,negated,passive,is_valuable,is_valuable_rel,is_valuable_arg2
0.7175938915684552,"However, new rules angered many prominent Democrats whose influence was marginalized, and those politicians refused to support McGovern's campaign , leaving his campaign McGovern at a significant disadvantage in funding, compared to Nixon.",those politicians,refused leaving,his campaign,False,False,q,q,q
0.8961335868436368,"However, new rules angered many prominent Democrats whose influence was marginalized, and those politicians refused to support McGovern's campaign , leaving his campaign McGovern at a significant disadvantage in funding, compared to Nixon.",those politicians,refused to support,McGovern 's campaign,False,False,q,q,q
0.8824961675290997,"However, new rules angered many prominent Democrats whose influence was marginalized, and those politicians refused to support McGovern's campaign , leaving his campaign McGovern at a significant disadvantage in funding, compared to Nixon.",those politicians,refused,to support McGovern 's campaign,False,False,q,q,q
0.9180804252893389,"However, new rules angered many prominent Democrats whose influence was marginalized, and those politicians refused to support McGovern's campaign , leaving his campaign McGovern at a significant disadvantage in funding, compared to Nixon.",new rules,angered,many prominent Democrats,False,False,q,q,q
0.9382554258342916,"Some of principles of Hunt Commission have lasted throughout every subsequent nomination contest, but Hunt Commission instituted selection of Superdelegates a decade later, in order to reduce nomination chances of outsiders like McGovern and Carter.",Hunt Commission,instituted,selection of Superdelegates,False,False,1,1,1
0.9489461080096143,"Some of principles of Hunt Commission have lasted throughout every subsequent nomination contest, but Hunt Commission instituted selection of Superdelegates a decade later, in order to reduce nomination chances of outsiders like McGovern and Carter.",Some of principles of Hunt Commission,have lasted,throughout every subsequent nomination contest,False,True,q,q,q
0.9350261907700695,"Most polls showed McGovern running well behind incumbent President Richard Nixon, except when McGovern was paired with Massachusetts Senator Ted Kennedy.",Most polls,showed,"McGovern running well behind incumbent President Richard Nixon, except when McGovern was paired with Massachusetts Senator Ted Kennedy",False,False,q,q,q
0.9324144673478683,"Most polls showed McGovern running well behind incumbent President Richard Nixon, except when McGovern was paired with Massachusetts Senator Ted Kennedy.",McGovern,was paired,with Massachusetts Senator Ted Kennedy,False,True,1,1,1
0.9492443998687922,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",McGovern,suggested,U. S. Representative Wilbur Mills of Boston Mayor Kevin White,False,False,q,q,q
0.3808945036672451,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",Wilbur Mills,[is] instead suggested Representative [of],U. S.,False,False,q,q,q
0.9210233335200773,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",McGovern,suggested,U. S. Representative Wilbur Mills of Arkansas,False,False,1,1,1
0.8580627679788316,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",Massachusetts Senator McGovern,continually refused,his campaign brain trust advances,False,False,q,q,q
0.9277957582604215,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",McGovern campaign brain trust,lobbied,Massachusetts Senator McGovern continually refused his campaign brain trust advances,False,False,q,q,q
0.9365537152932235,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",McGovern campaign brain trust,lobbied,Massachusetts Senator McGovern continually refused McGovern,False,False,q,q,q
0.9485479188231729,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",Massachusetts Senator Ted Kennedy,heavily to accept,bid to be McGovern 's running mate,False,False,q,q,q
0.9485479188231729,"McGovern and McGovern campaign brain trust lobbied Massachusetts Senator Ted Kennedy heavily to accept bid to be McGovern's running mate, but McGovern continually refused McGovern and his campaign brain trust advances, and instead suggested U. S. Representative Wilbur Mills of Arkansas and Boston Mayor Kevin White.",McGovern campaign brain trust,lobbied,Massachusetts Senator Ted Kennedy,False,False,q,q,q
0.9222770871253865,"Offers were then made to Hubert Humphrey, Connecticut Senator Abraham Ribicoff, and Minnesota Senator Walter Mondale, all of whom turned it down.",Offers,were made,to Minnesota Senator Walter Mondale,False,True,q,q,q
0.9222770871253865,"Offers were then made to Hubert Humphrey, Connecticut Senator Abraham Ribicoff, and Minnesota Senator Walter Mondale, all of whom turned it down.",Offers,were made,to Connecticut Senator Abraham Ribicoff,False,True,q,q,q
0.9222770871253865,"Offers were then made to Hubert Humphrey, Connecticut Senator Abraham Ribicoff, and Minnesota Senator Walter Mondale, all of whom turned it down.",Offers,were made,to Hubert Humphrey,False,True,q,q,q
0.95661548140274,"Finally, vice presidential slot was offered to Senator Thomas Eagleton of Missouri, who accepted offer.",vice presidential slot,was offered,to Senator Thomas Eagleton of Missouri,False,True,1,1,1
0.8942434158739456,"With hundreds of delegates displeased with McGovern, vote to ratify Eagleton's candidacy was chaotic, with at least three other candidates having at least three other candidates names put into nomination and votes scattered over 70 candidates.",votes,scattered,over 70 candidates,False,True,q,q,q
0.9181538107823964,"With hundreds of delegates displeased with McGovern, vote to ratify Eagleton's candidacy was chaotic, with at least three other candidates having at least three other candidates names put into nomination and votes scattered over 70 candidates.",names,put,into votes,False,False,0,0,0
0.8942434158739456,"With hundreds of delegates displeased with McGovern, vote to ratify Eagleton's candidacy was chaotic, with at least three other candidates having at least three other candidates names put into nomination and votes scattered over 70 candidates.",nomination,scattered,over 70 candidates,False,True,q,q,q
0.9478803567678749,"With hundreds of delegates displeased with McGovern, vote to ratify Eagleton's candidacy was chaotic, with at least three other candidates having at least three other candidates names put into nomination and votes scattered over 70 candidates.",at least three other candidates names,put,into nomination,False,True,q,q,q
0.9256263201643982,"With hundreds of delegates displeased with McGovern, vote to ratify Eagleton's candidacy was chaotic, with at least three other candidates having at least three other candidates names put into nomination and votes scattered over 70 candidates.",at least three other candidates,having,at least three other candidates names put into nomination,False,False,q,q,q
0.9757675405256955,"A grassroots attempt to displace Eagleton in favor of Texas state representative Frances Farenthold gained significant traction, though was ultimately unable to change outcome of vote to ratify Eagleton's candidacy.",A grassroots attempt to displace Eagleton in favor of Texas state representative Frances Farenthold,gained,significant traction,False,False,q,q,q
0.9032671032205705,"The vice-presidential balloting went on so long that Senator Thomas Eagleton of Missouri, who accepted offer Eagleton were forced to begin making Senator Thomas Eagleton of Missouri, who accepted offer acceptance speeches at around 2 am, local time.",Eagleton,to begin making,Senator Thomas Eagleton of Missouri,False,False,1,0,0
0.9032671032205705,"The vice-presidential balloting went on so long that Senator Thomas Eagleton of Missouri, who accepted offer Eagleton were forced to begin making Senator Thomas Eagleton of Missouri, who accepted offer acceptance speeches at around 2 am, local time.",Eagleton,to begin,making Senator Thomas Eagleton of Missouri,False,False,q,q,q
0.9324144673478683,"The vice-presidential balloting went on so long that Senator Thomas Eagleton of Missouri, who accepted offer Eagleton were forced to begin making Senator Thomas Eagleton of Missouri, who accepted offer acceptance speeches at around 2 am, local time.",Eagleton,were forced,to begin making Senator Thomas Eagleton of Missouri,False,True,q,q,q
0.9344893211562376,"The vice-presidential balloting went on so long that Senator Thomas Eagleton of Missouri, who accepted offer Eagleton were forced to begin making Senator Thomas Eagleton of Missouri, who accepted offer acceptance speeches at around 2 am, local time.",Senator Thomas Eagleton of Missouri,accepted,offer acceptance speeches,False,False,q,q,q
0.7833813375237394,"The vice-presidential balloting went on so long that Senator Thomas Eagleton of Missouri, who accepted offer Eagleton were forced to begin making Senator Thomas Eagleton of Missouri, who accepted offer acceptance speeches at around 2 am, local time.",The vice-presidential balloting,went on,so long,False,True,1,1,0
0.9007337660562444,"A Time magazine poll taken at time found that 77 percent of respondents said, ""Eagleton's medical record would not affect respondents vote. """,77 percent of respondents,said,Eagleton's medical record would not affect respondents vote,False,False,1,1,1
0.8796569444032207,"A Time magazine poll taken at time found that 77 percent of respondents said, ""Eagleton's medical record would not affect respondents vote. """,A Time magazine poll,found,"that 77 percent of respondents said, ""Eagleton's medical record would not affect respondents vote",False,False,q,q,q
0.9387281236502384,"A Time magazine poll taken at time found that 77 percent of respondents said, ""Eagleton's medical record would not affect respondents vote. """,A Time magazine poll,taken,at time,False,True,q,q,q
0.3720632401567084,"Nonetheless, press made frequent references to Eagleton had ""shock therapy"", and McGovern feared that this would detract from McGovern campaign platform.",this,would detract,from McGovern campaign platform,False,True,0,1,1
0.801393523039773,"Nonetheless, press made frequent references to Eagleton had ""shock therapy"", and McGovern feared that this would detract from McGovern campaign platform.",McGovern,feared,that this would detract from McGovern campaign platform,False,False,q,q,q
0.8396499491243721,"Nonetheless, press made frequent references to Eagleton had ""shock therapy"", and McGovern feared that this would detract from McGovern campaign platform.",press,made,frequent references to Eagleton,False,False,q,q,q
0.8189890236968402,"McGovern had initially claimed that McGovern would back Eagleton1000 percent"", only to ask Eagleton to withdraw three days later.",McGovern,had claimed,that McGovern would back Eagleton1000 percent,False,False,q,q,q
0.9197759696552441,"McGovern had initially claimed that McGovern would back Eagleton1000 percent"", only to ask Eagleton to withdraw three days later.",Eagleton,to withdraw,three days later,False,False,q,q,q
0.979635654506882,This perceived lack of conviction in sticking with McGovern running mate was disastrous for McGovern campaign.,This perceived lack of conviction in sticking with McGovern running mate,was,disastrous for McGovern campaign,False,True,q,q,q
0.954194008328487,"McGovern later approached six prominent Democrats to run for vice president: Ted Kennedy, Edmund Muskie, Hubert Humphrey, Abraham Ribicoff, Larry O'Brien, and Reubin Askew.",McGovern,approached,six prominent Democrats,False,True,q,q,q
0.9329286852051247,"McGovern later approached six prominent Democrats to run for vice president: Ted Kennedy, Edmund Muskie, Hubert Humphrey, Abraham Ribicoff, Larry O'Brien, and Reubin Askew.",six prominent Democrats,to run,for vice president,False,False,1,0,1
0.9530647582435334,"Sargent Shriver, brother-in-law to John, Robert, and Ted Kennedy, former Ambassador to France, and former Director of Peace Corps was officially nominated by a special session of Democratic National Committee.",former Director of Peace Corps,was officially nominated,by a special session of Democratic National Committee,False,True,q,q,q
0.9382554258342916,"Sargent Shriver, brother-in-law to John, Robert, and Ted Kennedy, former Ambassador to France, and former Director of Peace Corps was officially nominated by a special session of Democratic National Committee.",Ted Kennedy,was officially nominated,by a special session of Democratic National Committee,False,True,1,1,1
0.9324144673478683,"Sargent Shriver, brother-in-law to John, Robert, and Ted Kennedy, former Ambassador to France, and former Director of Peace Corps was officially nominated by a special session of Democratic National Committee.",Robert,was officially nominated,by a special session of Democratic National Committee,False,True,q,q,q
0.9422542725599635,"The bill was introduced in 116th Congress in January 2019 with Sanders announcing a vote to take place on March 13, 2019.",Sanders,announcing,"a vote to take place on March 13, 2019",False,False,q,q,q
0.9180804252893389,"The bill was introduced in 116th Congress in January 2019 with Sanders announcing a vote to take place on March 13, 2019.",The bill,was introduced,in 116th Congress,False,True,q,q,q
0.9180804252893389,The bill was approved by Senate in a 54-46 vote and was approved by House of Representatives 247-175.,The bill,was approved,by House of Representatives 247-175,False,True,1,1,1
0.9929999709129333,The bill was approved by Senate in a 54-46 vote and was approved by House of Representatives 247-175.,The bill,was approved in,54 -46 vote,False,False,q,q,q
0.9180804252893389,The bill was approved by Senate in a 54-46 vote and was approved by House of Representatives 247-175.,The bill,was approved,by Senate,False,True,q,q,q
0.9180804252893389,"The bill was vetoed by President Trump on April 16, 2019.",The bill,was vetoed,by President Trump,False,True,q,q,q
0.9143456855143793,"On May 2, 2019, Senate Senate failed to reach two-thirds majority vote in order to override veto.",Senate Senate,to reach,two-thirds majority vote,False,False,q,q,q
0.9644677377549717,"On May 2, 2019, Senate Senate failed to reach two-thirds majority vote in order to override veto.",Senate Senate,failed,to reach two-thirds majority vote in order,False,True,0,1,1
0.9672828900016419,"On January 4, 2020, House of Representatives 247-175 officially notified 116th Congress that House of Representatives 247-175 had carried out a fatal drone strike against Iranian General Qasem Soleimani a day earlier.",House of Representatives 247-175,had carried out,a fatal drone strike against Iranian General Qasem Soleimani a day earlier,False,False,q,q,q
0.9619374067886858,"On January 4, 2020, House of Representatives 247-175 officially notified 116th Congress that House of Representatives 247-175 had carried out a fatal drone strike against Iranian General Qasem Soleimani a day earlier.",House of Representatives,officially notified,116th Congress,False,False,q,q,q
0.8630848797703105,"the House of Representatives 247-175 Speaker Nancy Pelosi said that entire document was classified and that entire document ""raises more questions than entire document answers. """,entire document,raises,more questions than entire document answers,False,False,q,q,q
0.9136224967527712,"the House of Representatives 247-175 Speaker Nancy Pelosi said that entire document was classified and that entire document ""raises more questions than entire document answers. """,the House of Representatives 247-175 Speaker Nancy Pelosi,said,"that entire document "" raises more questions than entire document answers",False,False,q,q,q
0.868342090070408,"the House of Representatives 247-175 Speaker Nancy Pelosi said that entire document was classified and that entire document ""raises more questions than entire document answers. """,the House of Representatives 247-175 Speaker Nancy Pelosi,said,that entire document was classified,False,False,q,q,q
0.3808945036672451,the Senate Majority Leader Mitch McConnell said Senate Majority Leader Mitch McConnell would set up a classified briefing for all senators.,Mitch McConnell,[is] Leader [of],Senate Majority,False,False,q,q,q
0.8742731192983911,the Senate Majority Leader Mitch McConnell said Senate Majority Leader Mitch McConnell would set up a classified briefing for all senators.,Senate Majority Leader Mitch McConnell,would set up,a classified briefing for all senators,False,False,1,1,1
0.9524055191271804,the Senate Majority Leader Mitch McConnell said Senate Majority Leader Mitch McConnell would set up a classified briefing for all senators.,the Senate Majority Leader,said,Senate Majority Leader Mitch McConnell would set up a classified briefing for all senators,False,False,q,q,q
0.9601580785387867,Senator Tim Kaine had already introduced a resolution to prevent U. S. Armed Forces or any part of government to use hostilities against Iran.,Senator Tim Kaine,had introduced,a resolution to prevent U. S. Armed Forces or any part of government,False,False,q,q,q
0.9180804252893389,Senator Tim Kaine had already introduced a resolution to prevent U. S. Armed Forces or any part of government to use hostilities against Iran.,a resolution,to prevent,U. S. Armed Forces or any part of government,False,False,0,0,0
0.9436221120476838,"Senator Bernie Sanders and Representative Ro Khanna introduced an anti-funding resolution, also on January 3.",Representative Ro Khanna,introduced,an anti-funding resolution,False,False,q,q,q
0.9436221120476838,"Senator Bernie Sanders and Representative Ro Khanna introduced an anti-funding resolution, also on January 3.",Senator Bernie Sanders,introduced,an anti-funding resolution,False,False,1,1,1
0.8870146614941673,The Trump Administration stated that attack on Qasem Soleimani was carried out in accordance with War Powers Resolution under Authorization for Use of Military Force resolution of 2002.,The Trump Administration,stated,that attack on Qasem Soleimani was carried out in accordance with War Powers Resolution under Authorization for Use of Military Force resolution of 2002,False,False,q,q,q
0.957537172965877,The legalities of using AUMF for endless conflicts has been a source of debate.,The legalities of using AUMF for endless conflicts,has been,a source of debate,False,True,q,q,q
0.9610033692204465,"On February 13, 2020, Senate passed a similar legally-binding privileged resolution by a vote of 55-45.",Senate,passed,a similar legally-binding privileged resolution,False,False,q,q,q
0.927981291055698,"The Trump Administration vetoed the Senate resolution on May 6, 2020, stating a similar legally-binding privileged resolution mistakenly ""implies that president's constitutional authority to use military force is limited to defense of United States and United States forces against imminent attack. """,The Trump Administration,vetoed,the Senate resolution,False,False,q,q,q
0.9184468840679382,"Kaine stated The Trump Administration's veto could enable ""endless wars"" and ""unnecessary war in Middle East"".",The Trump Administration's veto,could enable,endless wars,False,False,1,1,1
0.9465676835515958,"Kaine stated The Trump Administration's veto could enable ""endless wars"" and ""unnecessary war in Middle East"".",Kaine,stated,"The Trump Administration's veto could enable ""endless wars"" and ""unnecessary war in Middle East",False,False,q,q,q
0.9305636905684419,the Senate Senate attempted to override Trump's veto following day.,the Senate Senate,attempted to override,Trump's veto following day,False,False,q,q,q
0.9305636905684419,the Senate Senate attempted to override Trump's veto following day.,the Senate Senate,attempted,to override Trump's veto following day,False,False,q,q,q
0.9990000128746033,"The attempt need at least 67 votes to override, with The attempt failing by a vote of 49-44 The War Powers Resolution has been controversial since The War Powers Resolution was passed.",The attempt,need,at least 67 votes,False,False,q,q,q
0.9030401971054747,"The attempt need at least 67 votes to override, with The attempt failing by a vote of 49-44 The War Powers Resolution has been controversial since The War Powers Resolution was passed.",The attempt,failing,by a vote of 49-44,False,True,q,q,q
0.9030401971054747,"The attempt need at least 67 votes to override, with The attempt failing by a vote of 49-44 The War Powers Resolution has been controversial since The War Powers Resolution was passed.",The attempt,need,at least 67 votes to override,False,False,q,q,q
0.9064683704715875,"In passing resolution, Congress specifically cites Necessary and Proper Clause for Proper authority.",Congress,cites,Proper Clause for Proper authority,False,False,q,q,q
0.8638966457783381,"Under Necessary and Proper Clause, Proper is specifically provided that Congress Congress shall have power to make all laws necessary and proper for carrying into execution, not only its own powers but also all other powers vested by Constitution in Government of United States, or in any department or officer thereof.",Congress Congress,shall have to make,all laws necessary and proper,False,False,0,1,1
0.9105812375310134,"Under Necessary and Proper Clause, Proper is specifically provided that Congress Congress shall have power to make all laws necessary and proper for carrying into execution, not only its own powers but also all other powers vested by Constitution in Government of United States, or in any department or officer thereof.",Congress Congress,shall have,"power to make all laws necessary and proper for carrying into execution, not only its own powers but also all other powers vested by Constitution in Government of United States, or in any department or officer thereof",False,False,q,q,q
0.8189890236968402,"Under Necessary and Proper Clause, Proper is specifically provided that Congress Congress shall have power to make all laws necessary and proper for carrying into execution, not only its own powers but also all other powers vested by Constitution in Government of United States, or in any department or officer thereof.",Proper,is provided,that Congress Congress shall have power,False,True,0,1,1
0.9250606141558615,"Under Necessary and Proper Clause, Proper is specifically provided that Congress Congress shall have power to make all laws necessary and proper for carrying into execution, not only its own powers but also all other powers vested by Constitution in Government of United States, or in any department or officer thereof.",all other powers,vested,by Constitution,False,True,q,q,q
0.9491371890924474,There is controversy over whether The War Powers Resolution constraints on President's authority as Commander-in-Chief are consistent with Constitution.,The War Powers Resolution constraints on President's authority as Commander-in-Chief,are,consistent with Constitution,False,True,q,q,q
0.7955644778506638,"Presidents have therefore drafted reports to Congress required of President to state that Presidents are ""consistent with"" The War Powers Resolution rather than ""pursuant to"" so as to take into account presidential position that The War Powers Resolution is unconstitutional.",Presidents,have drafted,reports to Congress,False,False,q,q,q
0.8716364931176332,"Presidents have therefore drafted reports to Congress required of President to state that Presidents are ""consistent with"" The War Powers Resolution rather than ""pursuant to"" so as to take into account presidential position that The War Powers Resolution is unconstitutional.",Presidents,are,"consistent with "" The War Powers Resolution",False,True,q,q,q
0.8367531293074245,"Presidents have therefore drafted reports to Congress required of President to state that Presidents are ""consistent with"" The War Powers Resolution rather than ""pursuant to"" so as to take into account presidential position that The War Powers Resolution is unconstitutional.",reports to Congress,required to state,"that Presidents are "" consistent with "" The War Powers Resolution",False,False,q,q,q
0.8674345474216515,"Presidents have therefore drafted reports to Congress required of President to state that Presidents are ""consistent with"" The War Powers Resolution rather than ""pursuant to"" so as to take into account presidential position that The War Powers Resolution is unconstitutional.",reports to Congress,required,"to state that Presidents are "" consistent with "" The War Powers Resolution",False,False,q,q,q
0.8691627739576013,"Presidents have therefore drafted reports to Congress required of President to state that Presidents are ""consistent with"" The War Powers Resolution rather than ""pursuant to"" so as to take into account presidential position that The War Powers Resolution is unconstitutional.",Presidents,have drafted,reports to Congress,False,False,q,q,q
0.8523603190289998,"One argument for unconstitutionality of The War Powers Resolution by Philip Bobbitt argues ""The power to make war is not an enumerated power"" and notion that to ""declare"" war is to ""commence"" war is a ""contemporary textual preconception"".",war,is,"to "" commence "" war",False,True,0,1,0
0.9768282564283066,"One argument for unconstitutionality of The War Powers Resolution by Philip Bobbitt argues ""The power to make war is not an enumerated power"" and notion that to ""declare"" war is to ""commence"" war is a ""contemporary textual preconception"".","is not an enumerated notion that to "" declare "" war is to "" commence "" war",is,"a "" contemporary textual preconception",False,True,0,1,1
0.9411112760955197,"One argument for unconstitutionality of The War Powers Resolution by Philip Bobbitt argues ""The power to make war is not an enumerated power"" and notion that to ""declare"" war is to ""commence"" war is a ""contemporary textual preconception"".",The power to make war,is not,"an enumerated power "" to "" declare "" war is to "" commence "" war is a "" contemporary textual preconception """,True,True,q,q,q
0.9193515844660399,"One argument for unconstitutionality of The War Powers Resolution by Philip Bobbitt argues ""The power to make war is not an enumerated power"" and notion that to ""declare"" war is to ""commence"" war is a ""contemporary textual preconception"".",One argument for unconstitutionality of The War Powers Resolution by Philip Bobbitt,argues,The power to make war,False,False,q,q,q
0.9502292368119739,"Philip Bobbitt contends that Framers of Constitution believed that statutory authorization was route by which United States would be committed to war, and that 'declaration' was meant for only total wars, as shown by history of Quasi-War with France.",statutory authorization,was,route by which United States would be committed to war,False,True,q,q,q
0.802693657308823,"Philip Bobbitt contends that Framers of Constitution believed that statutory authorization was route by which United States would be committed to war, and that 'declaration' was meant for only total wars, as shown by history of Quasi-War with France.",Framers of Constitution,believed,that statutory authorization was route,False,False,1,1,0
0.8769620429321391,"Philip Bobbitt contends that Framers of Constitution believed that statutory authorization was route by which United States would be committed to war, and that 'declaration' was meant for only total wars, as shown by history of Quasi-War with France.",Philip Bobbitt,contends,"that Framers of Constitution believed that statutory authorization was route by which United States would be committed to war, and that 'declaration' was meant for only total wars",False,False,q,q,q
0.9266232318014763,"Philip Bobbitt contends that Framers of Constitution believed that statutory authorization was route by which United States would be committed to war, and that 'declaration' was meant for only total wars, as shown by history of Quasi-War with France.",United States,would be committed,to war,False,True,q,q,q
0.7958897766680215,"In general, constitutional powers are not so much separated as ""linked and sequenced""; Congress's control over armed forces is ""structured"" by appropriation, while President commands; thus act of declaring war should not be fetishized Philip Bobbitt also argues that ""A democracy cannot.",Philip Bobbitt,argues,"that "" A democracy cannot",False,False,q,q,q
0.957537172965877,French colonists in small villages along Mississippi and Illinois rivers lived in farming communities that served as a grain source for Gulf Coast settlements.,French colonists in small villages along Illinois rivers,lived,in farming communities,False,False,1,1,1
0.9045207649554154,French colonists in small villages along Mississippi and Illinois rivers lived in farming communities that served as a grain source for Gulf Coast settlements.,farming communities,served,as a grain source for Gulf Coast settlements,False,False,q,q,q
0.9534297076870546,French colonists in small villages along Mississippi and Illinois rivers lived in farming communities that served as a grain source for Gulf Coast settlements.,French colonists in small villages along Mississippi,lived,in farming communities,False,False,q,q,q
0.9250606141558615,"The English, drawn in by Francis Drake's raids on Spanish treasure ships leaving New World, settled strip of land along east coast in 1600s.",Spanish treasure ships,leaving,New World,False,False,q,q,q
0.9609912497205363,"The first British colony in North America was established at Roanoke by Walter Raleigh in 1585, but failed.",The first British colony in North America,was established,at Roanoke,False,True,1,1,1
0.4517038250665665,It would be twenty years before another attempt.,It,would be,twenty years before another attempt,False,True,0,1,1
0.9186941924198344,"The early British colonies were established by private groups seeking profit, and were marked by starvation, disease, and Native American attacks.",The early British colonies,were marked,by Native American attacks,False,True,1,1,1
0.9186941924198344,"The early British colonies were established by private groups seeking profit, and were marked by starvation, disease, and Native American attacks.",The early British colonies,were marked,by disease,False,True,q,q,q
0.9186941924198344,"The early British colonies were established by private groups seeking profit, and were marked by starvation, disease, and Native American attacks.",The early British colonies,were marked,by starvation,False,True,q,q,q
0.9186941924198344,"The early British colonies were established by private groups seeking profit, and were marked by starvation, disease, and Native American attacks.",The early British colonies,were established,by private groups,False,True,q,q,q
0.2055944467122199,"Many immigrants were people seeking religious freedom or escaping political oppression, peasants displaced by Industrial Revolution, or those simply seeking adventure and opportunity.",those,seeking,adventure and opportunity,False,False,0,1,1
0.7879856333021229,"Many immigrants were people seeking religious freedom or escaping political oppression, peasants displaced by Industrial Revolution, or those simply seeking adventure and opportunity.",peasants,displaced,"by Industrial Revolution, or those",False,True,q,q,q
0.8772656277736296,"Many immigrants were people seeking religious freedom or escaping political oppression, peasants displaced by Industrial Revolution, or those simply seeking adventure and opportunity.",people,escaping,political oppression,False,False,0,1,1
0.8942434158739456,"Many immigrants were people seeking religious freedom or escaping political oppression, peasants displaced by Industrial Revolution, or those simply seeking adventure and opportunity.",people,seeking,religious freedom,False,False,q,q,q
0.9372494423173455,"Many immigrants were people seeking religious freedom or escaping political oppression, peasants displaced by Industrial Revolution, or those simply seeking adventure and opportunity.",Many immigrants,were,"people seeking religious freedom or escaping political oppression, peasants",False,True,0,1,1
0.9030401971054747,Virgin forests provided an ample supply of building material and firewood.,Virgin forests,provided,an ample supply of firewood,False,False,1,1,1
0.9030401971054747,Virgin forests provided an ample supply of building material and firewood.,Virgin forests,provided,an ample supply of building material,False,False,q,q,q
0.8364452542883143,"Natural inlets and harbors lined east coast, providing easy ports for essential trade with Europe.",harbors,lined east coast providing,easy ports for essential trade with Europe,False,False,q,q,q
0.8867887520784036,"Natural inlets and harbors lined east coast, providing easy ports for essential trade with Europe.",harbors,lined,east coast,False,False,q,q,q
0.8492391393808821,"Natural inlets and harbors lined east coast, providing easy ports for essential trade with Europe.",Natural inlets,lined east coast providing,easy ports,False,False,q,q,q
0.8961335868436368,"Natural inlets and harbors lined east coast, providing easy ports for essential trade with Europe.",Natural inlets,lined,east coast,False,False,q,q,q
0.9397001286877047,Settlements remained close to east coast due to this as well as Native American resistance and Appalachian Mountains that were found in interior.,east coast Appalachian Mountains,were found,in interior,False,True,q,q,q
